"pid","id","notes","cat","employer","name","pos","salary","status","currency","oec","country","date","createdAt","flightDate"
"PENDING","DEP-2026-05-16-027","Deployed via Blueorion","OFW","Qatari","Roberto Santos","Equipment Op","QAR 2800","Pending","2800","pending","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-028","Deployed via Blueorion","OFW","Singapore","Melinda Paguio","Sales Manager","SGD 2400","Deployed","2400","complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-029","Deployed via Blueorion","OFW","Al-Nakheel","Jason Mercado","Plumber","SAR 1600","Deployed","1600","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-030","Deployed via Blueorion","OFW","Jeddah","Adrienne Cabrera","Med Tech","SAR 2300","On Hold","2300","incomplete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-031","Deployed via Blueorion","OFW","KL Hospitality","Elbert Villarosa","Electrician","MYR 1900","Deployed","1900","complete","Malaysia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-032","Deployed via Blueorion","OFW","Emirates","Jasmine Quiling","Retail Manager","AED 1900","Deployed","1900","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-033","Deployed via Blueorion","OFW","Singapore","Kevin Remonde","Security","SGD 1600","Pending","1600","pending","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-034","Deployed via Blueorion","OFW","Qatari","Nicole Ferrera","Translator","QAR 1800","Deployed","1800","complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-035","Deployed via Blueorion","OFW","Emirates","Patricia Gonzalez Morales","Nurse","AED 2800","Deployed","2800","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-036","Deployed via Blueorion","OFW","Qatari","Vincent Santos Reyes","Supervisor","QAR 2500","Deployed","2500","complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-037","Deployed via Blueorion","OFW","KL Hospitality","Lisette Flores","Caregiver","MYR 1800","Pending","1800","pending","Malaysia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-038","Deployed via Blueorion","OFW","Singapore","Gabriel Mendoza","Foreman","SGD 2200","Deployed","2200","complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-039","Deployed via Blueorion","OFW","Al-Nakheel","Evelyn Bautista","HSW","SAR 1500","On Hold","1500","incomplete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-040","Deployed via Blueorion","OFW","Jeddah","Danny Marquez","Kitchen Helper","SAR 1100","Deployed","1100","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-041","Deployed via Blueorion","OFW","Emirates","Cecilia Ramos","Admin Officer","AED 2300","Deployed","2300","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-042","Deployed via Blueorion","OFW","Qatari","Roberto Santos","Equipment Op","QAR 2800","Pending","2800","pending","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-043","Deployed via Blueorion","OFW","Singapore","Melinda Paguio","Sales Manager","SGD 2400","Deployed","2400","complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-044","Deployed via Blueorion","OFW","Al-Nakheel","Jason Mercado","Plumber","SAR 1600","Deployed","1600","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-045","Deployed via Blueorion","OFW","Jeddah","Adrienne Cabrera","Med Tech","SAR 2300","On Hold","2300","incomplete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-046","Deployed via Blueorion","OFW","KL Hospitality","Elbert Villarosa","Electrician","MYR 1900","Deployed","1900","complete","Malaysia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-047","Deployed via Blueorion","OFW","Emirates","Jasmine Quiling","Retail Manager","AED 1900","Deployed","1900","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-048","Deployed via Blueorion","OFW","Singapore","Kevin Remonde","Security","SGD 1600","Pending","1600","pending","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-049","Deployed via Blueorion","OFW","Qatari","Nicole Ferrera","Translator","QAR 1800","Deployed","1800","complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-050","Deployed via Blueorion","OFW","Emirates","Patricia Gonzalez Morales","Nurse","AED 2800","Deployed","2800","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-051","Deployed via Blueorion","OFW","Qatari","Vincent Santos Reyes","Supervisor","QAR 2500","Deployed","2500","complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-052","Deployed via Blueorion","OFW","KL Hospitality","Lisette Flores","Caregiver","MYR 1800","Pending","1800","pending","Malaysia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-053","Deployed via Blueorion","OFW","Singapore","Gabriel Mendoza","Foreman","SGD 2200","Deployed","2200","complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-054","Deployed via Blueorion","OFW","Al-Nakheel","Evelyn Bautista","HSW","SAR 1500","On Hold","1500","incomplete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-055","Deployed via Blueorion","OFW","Jeddah","Danny Marquez","Kitchen Helper","SAR 1100","Deployed","1100","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-056","Deployed via Blueorion","OFW","Emirates","Cecilia Ramos","Admin Officer","AED 2300","Deployed","2300","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-057","Deployed via Blueorion","OFW","Qatari","Roberto Santos","Equipment Op","QAR 2800","Pending","2800","pending","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-058","Deployed via Blueorion","OFW","Singapore","Melinda Paguio","Sales Manager","SGD 2400","Deployed","2400","complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-059","Deployed via Blueorion","OFW","Al-Nakheel","Jason Mercado","Plumber","SAR 1600","Deployed","1600","complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-060","Deployed via Blueorion","OFW","Jeddah","Adrienne Cabrera","Med Tech","SAR 2300","On Hold","2300","incomplete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-061","Deployed via Blueorion","OFW","KL Hospitality","Elbert Villarosa","Electrician","MYR 1900","Deployed","1900","complete","Malaysia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-062","Deployed via Blueorion","OFW","Emirates","Jasmine Quiling","Retail Manager","AED 1900","Deployed","1900","complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-063","Deployed via Blueorion","OFW","Singapore","Kevin Remonde","Security","SGD 1600","Pending","1600","pending","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-064","Deployed via Blueorion","OFW","Qatari","Nicole Ferrera","Translator","QAR 1800","Deployed","1800","complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-065","Deployed via Blueorion International","OFW","Bangkok Hotel Group","Sombat Prasad Yimwilai","Hotel Manager","THB 45000","Deployed","THB","complete","Thailand","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-066","Deployed via Blueorion International","OFW","Ho Chi Minh Development Corp","Nguyen Van Duc","Manufacturing Supervisor","VND 25000000","Deployed","VND","complete","Vietnam","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-067","Deployed via Blueorion International","OFW","Manila Tech Solutions","Maria Santos Ramos","BPO Specialist","PHP 35000","Deployed","PHP","complete","Philippines","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-068","Deployed via Blueorion International","OFW","Hong Kong Manufacturing Ltd","Wong Kai Ming","Production Foreman","HKD 18000","Deployed","HKD","complete","Hong Kong","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-069","Deployed via Blueorion International","OFW","Bahrain Oil Services","Hassan Al-Dosari","Oil Rig Technician","BHD 800","Pending","BHD","incomplete","Bahrain","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-070","Deployed via Blueorion International","OFW","Muscat Tourism Board","Salim Al-Harthy","Tourism Guide","OMR 600","Deployed","OMR","complete","Oman","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-071","Deployed via Blueorion International","OFW","Kuwait Finance Hub","Khaled Al-Otaibi","Finance Officer","KWD 1200","Deployed","KWD","complete","Kuwait","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-072","Deployed via Blueorion International","OFW","Bangkok Hotel Group","Premchand Kumaran","IT Consultant","THB 50000","Deployed","THB","complete","Thailand","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-073","Deployed via Blueorion International","OFW","Ho Chi Minh Development Corp","Tran Thi Linh","Quality Control","VND 20000000","On Hold","VND","incomplete","Vietnam","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-074","Deployed via Blueorion International","OFW","Manila Tech Solutions","Juan Dela Cruz Fernandez","Account Executive","PHP 40000","Deployed","PHP","complete","Philippines","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-075","Deployed via Blueorion International","OFW","Hong Kong Manufacturing Ltd","Emily Wong Lee","HR Manager","HKD 20000","Deployed","HKD","complete","Hong Kong","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-076","Deployed via Blueorion International","OFW","Bahrain Oil Services","Fatima Al-Shehri","Nurse Specialist","BHD 1000","Deployed","BHD","complete","Bahrain","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-077","Deployed via Blueorion International","OFW","Muscat Tourism Board","Ahmed Al-Khalili","Chef","OMR 750","Deployed","OMR","complete","Oman","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-078","Deployed via Blueorion International","OFW","Kuwait Finance Hub","Rashid Al-Sabah","Project Manager","KWD 1500","Pending","KWD","pending","Kuwait","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-079","Deployed via Blueorion International","OFW","Bangkok Hotel Group","Chai Lertchai Somchai","Technician","THB 40000","Deployed","THB","complete","Thailand","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-065","Deployed via Blueorion International","OFW","Emirates Care Services","Patricia Gonzalez Morales","Nurse",,,,"complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-066","Deployed via Blueorion International","OFW","Qatari Construction","Vincent Santos Reyes","Construction Supervisor",,,,"complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-067","Deployed via Blueorion International","OFW","KL Hospitality Group","Lisette Flores Aquino","Caregiver",,,,"pending","Malaysia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-068","Deployed via Blueorion International","OFW","Singapore Staffing","Gabriel Mendoza Torres","Factory Foreman",,,,"complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-069","Deployed via Blueorion International","OFW","Al-Nakheel Household Co.","Evelyn Cristal Bautista","Household Service Worker",,,,"incomplete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-070","Deployed via Blueorion International","OFW","Jeddah Healthcare","Danny Marquez Navarro","Kitchen Helper",,,,"complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-071","Deployed via Blueorion International","OFW","Emirates Care Services","Cecilia Ramos Garcia","Admin Officer",,,,"complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-072","Deployed via Blueorion International","OFW","Qatari Construction","Roberto Santos Diaz","Heavy Equipment Operator",,,,"pending","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-073","Deployed via Blueorion International","OFW","Singapore Staffing","Melinda Paguio Villanueva","Sales Manager",,,,"complete","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-074","Deployed via Blueorion International","OFW","Al-Nakheel Household Co.","Jason Mercado Lopez","Plumber",,,,"complete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-075","Deployed via Blueorion International","OFW","Jeddah Healthcare","Adrienne Cabrera Montoya","Medical Technologist",,,,"incomplete","Saudi Arabia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-076","Deployed via Blueorion International","OFW","KL Hospitality Group","Elbert Villarosa Tupas","Electrician",,,,"complete","Malaysia","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-077","Deployed via Blueorion International","OFW","Emirates Care Services","Jasmine Quiling Yorro","Retail Supervisor",,,,"complete","Dubai","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-078","Deployed via Blueorion International","OFW","Singapore Staffing","Kevin Remonde Salas","Security Guard",,,,"pending","Singapore","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-079","Deployed via Blueorion International","OFW","Qatari Construction","Nicole Ferrera Sanchez","Translator",,,,"complete","Qatar","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-080","Deployed via Blueorion International","OFW","Bangkok Hotel Group","Sombat Prasad Yimwilai","Hotel Manager","THB 45000","Deployed","THB","complete","Thailand","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-081","Deployed via Blueorion International","OFW","Ho Chi Minh Development Corp","Nguyen Van Duc","Manufacturing Supervisor","VND 25000000","Deployed","VND","complete","Vietnam","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-082","Deployed via Blueorion International","OFW","Manila Tech Solutions","Maria Santos Ramos","BPO Specialist","PHP 35000","Deployed","PHP","complete","Philippines","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-083","Deployed via Blueorion International","OFW","Hong Kong Manufacturing Ltd","Wong Kai Ming","Production Foreman","HKD 18000","Deployed","HKD","complete","Hong Kong","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-084","Deployed via Blueorion International","OFW","Bahrain Oil Services","Hassan Al-Dosari","Oil Rig Technician","BHD 800","Pending","BHD","incomplete","Bahrain","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-085","Deployed via Blueorion International","OFW","Muscat Tourism Board","Salim Al-Harthy","Tourism Guide","OMR 600","Deployed","OMR","complete","Oman","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-086","Deployed via Blueorion International","OFW","Kuwait Finance Hub","Khaled Al-Otaibi","Finance Officer","KWD 1200","Deployed","KWD","complete","Kuwait","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-087","Deployed via Blueorion International","OFW","Bangkok Hotel Group","Premchand Kumaran","IT Consultant","THB 50000","Deployed","THB","complete","Thailand","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-088","Deployed via Blueorion International","OFW","Ho Chi Minh Development Corp","Tran Thi Linh","Quality Control","VND 20000000","On Hold","VND","incomplete","Vietnam","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-089","Deployed via Blueorion International","OFW","Manila Tech Solutions","Juan Dela Cruz Fernandez","Account Executive","PHP 40000","Deployed","PHP","complete","Philippines","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-090","Deployed via Blueorion International","OFW","Hong Kong Manufacturing Ltd","Emily Wong Lee","HR Manager","HKD 20000","Deployed","HKD","complete","Hong Kong","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-091","Deployed via Blueorion International","OFW","Bahrain Oil Services","Fatima Al-Shehri","Nurse Specialist","BHD 1000","Deployed","BHD","complete","Bahrain","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-092","Deployed via Blueorion International","OFW","Muscat Tourism Board","Ahmed Al-Khalili","Chef","OMR 750","Deployed","OMR","complete","Oman","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-093","Deployed via Blueorion International","OFW","Kuwait Finance Hub","Rashid Al-Sabah","Project Manager","KWD 1500","Pending","KWD","pending","Kuwait","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-094","Deployed via Blueorion International","OFW","Bangkok Hotel Group","Chai Lertchai Somchai","Technician","THB 40000","Deployed","THB","complete","Thailand","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-095","Deployed via Blueorion International","OFW","Bangkok Hotel Group","Sombat Prasad Yimwilai","Hotel Manager","THB 45000","Deployed","THB","complete","Thailand","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-096","Deployed via Blueorion International","OFW","Ho Chi Minh Development Corp","Nguyen Van Duc","Manufacturing Supervisor","VND 25000000","Deployed","VND","complete","Vietnam","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-097","Deployed via Blueorion International","OFW","Manila Tech Solutions","Maria Santos Ramos","BPO Specialist","PHP 35000","Deployed","PHP","complete","Philippines","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-098","Deployed via Blueorion International","OFW","Hong Kong Manufacturing Ltd","Wong Kai Ming","Production Foreman","HKD 18000","Deployed","HKD","complete","Hong Kong","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-099","Deployed via Blueorion International","OFW","Bahrain Oil Services","Hassan Al-Dosari","Oil Rig Technician","BHD 800","Pending","BHD","incomplete","Bahrain","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-100","Deployed via Blueorion International","OFW","Muscat Tourism Board","Salim Al-Harthy","Tourism Guide","OMR 600","Deployed","OMR","complete","Oman","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-101","Deployed via Blueorion International","OFW","Kuwait Finance Hub","Khaled Al-Otaibi","Finance Officer","KWD 1200","Deployed","KWD","complete","Kuwait","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-102","Deployed via Blueorion International","OFW","Bangkok Hotel Group","Premchand Kumaran","IT Consultant","THB 50000","Deployed","THB","complete","Thailand","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-103","Deployed via Blueorion International","OFW","Ho Chi Minh Development Corp","Tran Thi Linh","Quality Control","VND 20000000","On Hold","VND","incomplete","Vietnam","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-104","Deployed via Blueorion International","OFW","Manila Tech Solutions","Juan Dela Cruz Fernandez","Account Executive","PHP 40000","Deployed","PHP","complete","Philippines","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-105","Deployed via Blueorion International","OFW","Hong Kong Manufacturing Ltd","Emily Wong Lee","HR Manager","HKD 20000","Deployed","HKD","complete","Hong Kong","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-106","Deployed via Blueorion International","OFW","Bahrain Oil Services","Fatima Al-Shehri","Nurse Specialist","BHD 1000","Deployed","BHD","complete","Bahrain","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-107","Deployed via Blueorion International","OFW","Muscat Tourism Board","Ahmed Al-Khalili","Chef","OMR 750","Deployed","OMR","complete","Oman","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-108","Deployed via Blueorion International","OFW","Kuwait Finance Hub","Rashid Al-Sabah","Project Manager","KWD 1500","Pending","KWD","pending","Kuwait","2026-05-16","2026-05-16","2026-05-16"
"PENDING","DEP-2026-05-16-109","Deployed via Blueorion International","OFW","Bangkok Hotel Group","Chai Lertchai Somchai","Technician","THB 40000","Deployed","THB","complete","Thailand","2026-05-16","2026-05-16","2026-05-16"
